Name,Set,Card Number,Color,Rarity,Card Type,Property
Merlin - Intellectual Visionary,5,159,Sapphire,Legendary,Character,Sword in the Stone
Stitch - Team Underdog,5,171,Steel,Uncommon,Character,Lilo and Stitch
Jafar - Tyrannical Hypnotist,5,172,Steel,Legendary,Character,Aladdin
Simba - Lost Prince,5,173,Steel,Common,Character,Lion King
Rudy - Groove Disrupter,5,174,Steel,Common,Character,Emperor's New Groove
Royal Guard - Bovine Protector,5,175,Steel,Common,Character,Emperor's New Groove
Mickey Mouse - Food Fight Defender,5,176,Steel,Common,Character,Classic Disney
Sleepy - Sluggish Knight,5,177,Steel,Uncommon,Character,Snow White
Kronk - Unlicensed Investigator,5,178,Steel,Common,Character,Emperor's New Groove
HeiHei - Protective Rooster,5,179,Steel,Common,Character,Moana
Sneezy - Noisy Knight,5,180,Steel,Common,Character,Snow White
Dopey - Knight Apprentice,5,181,Steel,Common,Character,Snow White
Namaari - Resolute Daughter,5,182,Steel,Rare,Character,Raya and the Last Dragon
Snow White - Fair-Hearted,5,183,Steel,Super Rare,Character,Snow White
Yzma - Unjustly Treated,5,184,Steel,Rare,Character,Emperor's New Groove
Kronk - Head of Security,5,185,Steel,Super Rare,Character,Emperor's New Groove
Grumpy - Skeptical Knight,5,186,Steel,Super Rare,Character,Snow White
Pete - Wrestling Champ,5,187,Steel,Rare,Character,Classic Disney
Sir Ector - Castle Lord,5,188,Steel,Rare,Character,Sword in the Stone
Bashful - Adoring Knight,5,189,Steel,Uncommon,Character,Snow White
Arthur - Wart,5,190,Steel,Uncommon,Character,Sword in the Stone
Happy - Lively Knight,5,191,Steel,Common,Character,Snow White
Simba - Son of Mufasa,5,192,Steel,Uncommon,Character,Lion King
Doc - Bold Knight,5,193,Steel,Rare,Character,Snow White
Arthur - King Victorious,5,194,Steel,Legendary,Character,Sword in the Stone
Pete - Games Referee,5,195,Steel,Uncommon,Character,Classic Disney
Never Land - Mermaid Lagoon,3,32,Amber,Common,Location,Peter Pan
Pride Lands - Pride Rock,3,33,Amber,Rare,Location,Lion King
Tiana's Palace - Jazz Restaurant,3,34,Amber,Uncommon,Location,Princess and the Frog
Forbidden Mountain - Maleficent's Castle,3,66,Amethyst,Common,Location,Sleeping Beauty
The Queen's Castle - Mirror Chamber,3,67,Amethyst,Rare,Location,Snow White
The Sorcerer's Tower - Wondrous Workspace,3,68,Amethyst,Uncommon,Location,Fantasia
De Vil Manor - Cruella's Estate,3,100,Emerald,Common,Location,101 Dalmatians
Fang - River City,3,101,Emerald,Rare,Location,Raya and the Last Dragon
Kuzco's Palace - Home of the Emperor,3,102,Emerald,Uncommon,Location,Emperor's New Groove
Agrabah - Marketplace,3,134,Ruby,Common,Location,Aladdin
Jolly Roger - Hook's Ship,3,135,Ruby,Uncommon,Location,Peter Pan
RLS Legacy - Solar Galleon,3,136,Ruby,Rare,Location,Treasure Planet
Belle's House - Maurice's Workshop,3,168,Sapphire,Rare,Location,Beauty and the Beast
McDuck Manor - Scrooge's Mansion,3,169,Sapphire,Common,Location,DuckTales
Motunui - Island Paradise,3,170,Sapphire,Uncommon,Location,Moana
Maui's Place of Exile - Hidden Island,3,202,Steel,Rare,Location,Moana
Nottingham - Prince John's Castle,3,203,Steel,Common,Location,Robin Hood
The Bayou - Mysterious Swamp,3,204,Steel,Uncommon,Location,Princess and the Frog
Atlantica - Concert Hall,4,33,Amber,Common,Location,Little Mermaid
The Underworld - River Styx,4,34,Amber,Rare,Location,Hercules
Casa Madrigal - Casita,4,67,Amethyst,Common,Location,Encanto
Ursula's Lair - Eye of the Storm,4,68,Amethyst,Rare,Location,Little Mermaid
Hidden Cove - Tranquil Haven,4,101,Emerald,Common,Location,Lorcana
Ursula's Garden - Full of the Unfortunate,4,102,Emerald,Rare,Location,Little Mermaid
Snuggly Duckling - Disreputable Pub,4,135,Ruby,Rare,Location,Tangled
Training Grounds - Impossible Pillar,4,136,Ruby,Common,Location,Mulan
Ariel's Grotto - A Secret Place,4,169,Sapphire,Rare,Location,Little Mermaid
Winter Camp - Medical Tent,4,170,Sapphire,Common,Location,Mulan
The Wall - Border Fortress,4,203,Steel,Rare,Location,Mulan
Thebes - The Big Olive,4,204,Steel,Common,Location,Hercules
Rapunzel's Tower - Secluded Prison,5,33,Amber,Uncommon,Location,Tangled
Pride Lands - Jungle Oasis,5,34,Amber,Rare,Location,Lion King
Elsa's Ice Palace - Place of Solitude,5,67,Amethyst,Rare,Location,Frozen
The Library - A Gift for Belle,5,68,Amethyst,Uncommon,Location,Beauty and the Beast
Sherwood Forest - Outlaw Hideaway,5,101,Emerald,Rare,Location,Robin Hood
Tropical Rainforest - Jaguar Lair,5,102,Emerald,Uncommon,Location,Emperor's New Groove
Sugar Rush Speedway - Starting Line,5,135,Ruby,Rare,Location,Wreck it Ralph
Ratigan's Party - Seedy Back Room,5,136,Ruby,Uncommon,Location,Great Mouse Detective
The Great Illuminary - Radiant Ballroom,5,169,Sapphire,Rare,Location,Lorcana
Merlin's Cottage - The Wizard's Home,5,170,Sapphire,Uncommon,Location,Sword in the Stone
Bad-Anon - Villain Support Center,5,203,Steel,Rare,Location,Wreck it Ralph
Seven Dwarfs' Mine - Secure Fortress,5,204,Steel,Uncommon,Location,Snow White
Be Our Guest,1,25,Amber,Uncommon,Song,Beauty and the Beast
Control Your Temper!,1,26,Amber,Common,Action,Beauty and the Beast
Hakuna Matata,1,27,Amber,Common,Song,Lion King
Healing Glow,1,28,Amber,Common,Action,Tangled
Just in Time,1,29,Amber,Rare,Action,Moana
Part of Your World,1,30,Amber,Rare,Song,Little Mermaid
You Have Forgotten Me,1,31,Amber,Uncommon,Action,Lion King
Befuddle,1,62,Amethyst,Uncommon,Action,Sword in the Stone
Freeze,1,63,Amethyst,Common,Action,Frozen
Friends on the Other Side,1,64,Amethyst,Common,Song,Princess and the Frog
Reflection,1,65,Amethyst,Uncommon,Song,Mulan
Do It Again!,1,94,Emerald,Rare,Action,Cinderella
Mother Knows Best,1,95,Emerald,Uncommon,Song,Tangled
Stampede,1,96,Emerald,Common,Action,Lion King
Steal from the Rich,1,97,Emerald,Rare,Action,Robin Hood
Sudden Chill,1,98,Emerald,Common,Song,101 Dalmatians
The Beast is Mine!,1,99,Emerald,Uncommon,Action,Beauty and the Beast
Vicious Betrayal,1,100,Emerald,Common,Action,Lion King
Be Prepared,1,128,Ruby,Rare,Song,Lion King
Cut to the Chase,1,129,Ruby,Uncommon,Action,Classic Disney
Dragon Fire,1,130,Ruby,Uncommon,Action,Sleeping Beauty
Fan the Flames,1,131,Ruby,Uncommon,Action,Beauty and the Beast
He's Got a Sword!,1,132,Ruby,Common,Action,Aladdin
Tangle,1,133,Ruby,Common,Action,Tangled
Develop Your Brain,1,161,Sapphire,Common,Action,Sword in the Stone
If it's Not Baroque,1,162,Sapphire,Rare,Action,Beauty and the Beast
Let It Go,1,163,Sapphire,Rare,Song,Frozen
One Jump Ahead,1,164,Sapphire,Uncommon,Song,Aladdin
Work Together,1,165,Sapphire,Common,Action,Emperor's New Groove
A Whole New World,1,195,Steel,Super Rare,Song,Aladdin
Break,1,196,Steel,Common,Action,Beauty and the Beast
Fire the Cannons!,1,197,Steel,Common,Action,Peter Pan
Grab Your Sword,1,198,Steel,Rare,Song,Beauty and the Beast
Ransack,1,199,Steel,Uncommon,Action,Emperor's New Groove
Smash,1,200,Steel,Uncommon,Action,Frozen
Hold Still,2,28,Amber,Common,Action,Beauty and the Beast
Last Stand,2,29,Amber,Uncommon,Action,Raya and the Last Dragon
Painting the Roses Red,2,30,Amber,Common,Song,Alice in Wonderland
World's Greatest Criminal Mind,2,31,Amber,Rare,Song,Great Mouse Detective
Zero to Hero,2,32,Amber,Uncommon,Song,Hercules
Gruesome and Grim,2,62,Amethyst,Rare,Song,Sword in the Stone
I'm Stuck!,2,63,Amethyst,Common,Action,Winnie the Pooh
Legend of the Sword in the Stone,2,64,Amethyst,Common,Song,Sword in the Stone
Bibbidi Bobbidi Boo,2,96,Emerald,Rare,Song,Cinderella
Bounce,2,97,Emerald,Uncommon,Action,Winnie the Pooh
Hypnotize,2,98,Emerald,Common,Action,Jungle Book
Improvise,2,99,Emerald,Common,Action,Mulan
Pack Tactics,2,100,Emerald,Rare,Action,Emperor's New Groove
Ring the Bell,2,101,Emerald,Uncommon,Action,Great Mouse Detective
Go the Distance,2,129,Ruby,Common,Song,Hercules
Teeth and Ambitions,2,130,Ruby,Rare,Song,Lion King
The Most Diabolical Scheme,2,131,Ruby,Uncommon,Song,Great Mouse Detective
What Did You Call Me,2,132,Ruby,Common,Action,Great Mouse Detective
You Can Fly!,2,133,Ruby,Uncommon,Song,Peter Pan
Falling Down the Rabbit Hole,2,162,Sapphire,Rare,Action,Alice in Wonderland
Four Dozen Eggs,2,163,Sapphire,Uncommon,Song,Beauty and the Beast
Launch,2,164,Sapphire,Uncommon,Action,Lorcana
Nothing to Hide,2,165,Sapphire,Common,Action,Beauty and the Beast
Charge!,2,198,Steel,Common,Action,Raya and the Last Dragon
Let the Storm Rage On,2,199,Steel,Common,Song,Frozen
Pick a Fight,2,200,Steel,Uncommon,Action,Wreck it Ralph
Strength of a Raging Fire,2,201,Steel,Rare,Song,Mulan
99 Puppies,3,24,Amber,Uncommon,Action,101 Dalmatians
Boss's Orders,3,25,Amber,Common,Action,Rescuers
Heal What Has Been Hurt,3,26,Amber,Common,Song,Tangled
Quick Patch,3,27,Amber,Common,Action,TaleSpin
The Bare Necessities,3,28,Amber,Rare,Song,Jungle Book
Bestow a Gift,3,60,Amethyst,Common,Action,Sleeping Beauty
It Calls Me,3,61,Amethyst,Uncommon,Song,Moana
Last-Ditch Effort,3,62,Amethyst,Uncommon,Action,Moana
The Boss Is On A Roll,3,63,Amethyst,Rare,Song,Little Mermaid
Has Set My Heaaaaaaart...,3,94,Emerald,Uncommon,Song,Classic Disney
I Will Find My Way,3,95,Emerald,Common,Song,Hercules
Strike A Good Match,3,96,Emerald,Common,Song,Mulan
Divebomb,3,128,Ruby,Uncommon,Action,Aladdin
I've Got a Dream,3,129,Ruby,Uncommon,Song,Tangled
On Your Feet! Now!,3,130,Ruby,Rare,Action,Peter Pan
Voyage,3,131,Ruby,Common,Action,Moana
Distract,3,159,Sapphire,Common,Action,Classic Disney
Friend Like Me,3,160,Sapphire,Rare,Song,Aladdin
How Far I'll Go,3,161,Sapphire,Uncommon,Song,Moana
Repair,3,162,Sapphire,Common,Action,Atlantis
And Then Along Came Zeus,3,195,Steel,Rare,Song,Hercules
Ba-boom!,3,196,Steel,Common,Action,Treasure Planet
Olympus Would Be That Way,3,197,Steel,Common,Action,Hercules
Rise of the Titans,3,198,Steel,Uncommon,Action,Hercules
Bruno's Return,4,26,Amber,Uncommon,Action,Encanto
First Aid,4,27,Amber,Common,Action,Classic Disney
Look At This Family,4,28,Amber,Rare,Song,Encanto
Lost In The Woods,4,29,Amber,Uncommon,Song,Frozen
Sign The Scroll,4,30,Amber,Uncommon,Action,Little Mermaid
Poor Unfortunate Souls,4,60,Amethyst,Common,Song,Little Mermaid
Second Star To The Right,4,61,Amethyst,Rare,Song,Peter Pan
Swing Into Action,4,62,Amethyst,Common,Action,Encanto
Ursula's Plan,4,63,Amethyst,Uncommon,Action,Little Mermaid
Dodge!,4,93,Emerald,Common,Action,Classic Disney
Make The Potion,4,94,Emerald,Common,Action,Snow White
Under The Sea,4,95,Emerald,Rare,Song,Little Mermaid
Ursula's Trickery,4,96,Emerald,Uncommon,Action,Little Mermaid
We Don't Talk About Bruno,4,97,Emerald,Rare,Song,Encanto
A Pirate's Life,4,128,Ruby,Uncommon,Song,Peter Pan
Be King Undisputed,4,129,Ruby,Rare,Song,Lion King
Brawl,4,130,Ruby,Common,Action,Tangled
Dig A Little Deeper,4,162,Sapphire,Uncommon,Song,Princess and the Frog
Glean,4,163,Sapphire,Common,Action,Beauty and the Beast
Seldom All They Seem,4,164,Sapphire,Common,Song,Sleeping Beauty
Treasures Untold,4,165,Sapphire,Rare,Song,Little Mermaid
Avalanche,4,195,Steel,Uncommon,Action,Mulan
I Find 'Em, I Flatten 'Em,4,196,Steel,Uncommon,Song,Encanto
One Last Hope,4,197,Steel,Rare,Song,Hercules
The Mob Song,4,198,Steel,Uncommon,Song,Beauty and the Beast
Triton's Decree,4,199,Steel,Common,Action,Little Mermaid
Try Everything,5,25,Amber,Uncommon,Song,Zootopia
Healing Touch,5,26,Amber,Common,Action,Frozen
Revive,5,27,Amber,Rare,Action,Tangled
Blast From Your Past,5,28,Amber,Super Rare,Song,Aladdin
Invited to the Ball,5,29,Amber,Uncommon,Action,Cinderella
Hypnotic Strength,5,59,Amethyst,Common,Action,Aladdin
Finders Keepers,5,60,Amethyst,Uncommon,Action,Aladdin
We Know The Way,5,61,Amethyst,Rare,Song,Moana
Gathering Knowledge And Wisdom,5,62,Amethyst,Common,Action,Sword in the Stone
Magical Aid,5,63,Amethyst,Uncommon,Action,Aladdin
Hypnotic Deduction,5,94,Emerald,Common,Action,Great Mouse Detective
Night Howler Rage,5,95,Emerald,Common,Action,Zootopia
You're Welcome,5,96,Emerald,Uncommon,Song,Moana
Remember Who You Are,5,97,Emerald,Rare,Action,Lion King
Break Free,5,127,Ruby,Common,Action,Peter Pan
Evil Comes Prepared,5,128,Ruby,Common,Action,Lion King
Don't Let The Frostbite Bite,5,129,Ruby,Rare,Song,Frozen
Glimmer vs Glimmer,5,130,Ruby,Uncommon,Action,Hercules
Who's With Me,5,131,Ruby,Super Rare,Action,Beauty and the Beast
Vision Of The Future,5,160,Sapphire,Common,Action,Sword in the Stone
Royal Tantrum,5,161,Sapphire,Rare,Action,Robin Hood
Ever As Before,5,162,Sapphire,Common,Song,Beauty and the Beast
Hide Away,5,163,Sapphire,Uncommon,Action,Sleeping Beauty
All Funned Out,5,164,Sapphire,Uncommon,Action,Emperor's New Groove
Tug-of-War,5,196,Steel,Rare,Action,Peter Pan
When Will My Life Begin,5,197,Steel,Common,Song,Tangled
Duck For Cover!,5,198,Steel,Common,Action,DuckTales
Food Fight!,5,199,Steel,Uncommon,Action,Classic Disney
Dinglehopper,1,32,Amber,Common,Item,Little Mermaid
Lantern,1,33,Amber,Rare,Item,Tangled
Ursula's Shell Necklace,1,34,Amber,Rare,Item,Little Mermaid
Magic Mirror,1,66,Amethyst,Rare,Item,Snow White
Ursula's Cauldron,1,67,Amethyst,Uncommon,Item,Little Mermaid
White Rabbit's Pocket Watch,1,68,Amethyst,Rare,Item,Alice in Wonderland
Dr. Facilier's Cards,1,101,Emerald,Uncommon,Item,Princess and the Frog
Stolen Scimitar,1,102,Emerald,Common,Item,Aladdin
Poisoned Apple,1,134,Ruby,Rare,Item,Snow White
Shield of Virtue,1,135,Ruby,Uncommon,Item,Sleeping Beauty
Sword of Truth,1,136,Ruby,Rare,Item,Sleeping Beauty
Coconut Basket,1,166,Sapphire,Uncommon,Item,Moana
Eye of the Fates,1,167,Sapphire,Uncommon,Item,Hercules
Fishbone Quill,1,168,Sapphire,Rare,Item,Little Mermaid
Magic Golden Flower,1,169,Sapphire,Common,Item,Tangled
Scepter of Arendelle,1,170,Sapphire,Uncommon,Item,Frozen
Beast's Mirror,1,201,Steel,Common,Item,Beauty and the Beast
Frying Pan,1,202,Steel,Uncommon,Item,Tangled
Musketeer Tabard,1,203,Steel,Rare,Item,Classic Disney
Plasma Blaster,1,204,Steel,Rare,Item,Lilo and Stitch
Dragon Gem,2,33,Amber,Rare,Item,Raya and the Last Dragon
Sleepy's Flute,2,34,Amber,Rare,Item,Snow White
Binding Contract,2,65,Amethyst,Uncommon,Item,Little Mermaid
Croquet Mallet,2,66,Amethyst,Common,Item,Alice in Wonderland
Perplexing Signposts,2,67,Amethyst,Rare,Item,Alice in Wonderland
The Sorcerer's Spellbook,2,68,Amethyst,Rare,Item,Fantasia
Ratigan's Marvelous Trap,2,102,Emerald,Rare,Item,Great Mouse Detective
Dinner Bell,2,134,Ruby,Rare,Item,Great Mouse Detective
Peter Pan's Dagger,2,135,Ruby,Common,Item,Peter Pan
Sword in the Stone,2,136,Ruby,Uncommon,Item,Sword in the Stone
Fang Crossbow,2,166,Sapphire,Uncommon,Item,Raya and the Last Dragon
Gumbo Pot,2,167,Sapphire,Common,Item,Princess and the Frog
Maurice's Workshop,2,168,Sapphire,Rare,Item,Beauty and the Beast
Pawpsicle,2,169,Sapphire,Common,Item,Zootopia
Sardine Can,2,170,Sapphire,Uncommon,Item,Rescuers
Last Cannon,2,202,Steel,Common,Item,Mulan
Mouse Armor,2,203,Steel,Uncommon,Item,Great Mouse Detective
Weight Set,2,204,Steel,Rare,Item,Hercules
Cleansing Rainwater,3,29,Amber,Common,Item,Raya and the Last Dragon
Heart of Atlantis,3,30,Amber,Rare,Item,Atlantis
Wildcat's Wrench,3,31,Amber,Uncommon,Item,TaleSpin
The Lamp,3,64,Amethyst,Rare,Item,Aladdin
The Sorcerer's Hat,3,65,Amethyst,Rare,Item,Fantasia
Airfoil,3,97,Emerald,Common,Item,TaleSpin
Robin's Bow,3,98,Emerald,Uncommon,Item,Robin Hood
Starlight Vial,3,99,Emerald,Rare,Item,Lorcana
Maui's Fish Hook,3,132,Ruby,Rare,Item,Moana
Sumerian Talisman,3,133,Ruby,Uncommon,Item,DuckTales
Aurelian Gyrosensor,3,163,Sapphire,Rare,Item,Lorcana
Heart of Te Fiti,3,164,Sapphire,Rare,Item,Moana
Lucky Dime,3,165,Sapphire,Legendary,Item,DuckTales
Scrooge's Top Hat,3,166,Sapphire,Uncommon,Item,DuckTales
Vault Door,3,167,Sapphire,Common,Item,DuckTales
Captain Hook's Rapier,3,199,Steel,Uncommon,Item,Peter Pan
Gizmosuit,3,200,Steel,Common,Item,DuckTales
Map of Treasure Planet,3,201,Steel,Rare,Item,Treasure Planet
Miracle Candle,4,31,Amber,Rare,Item,Encanto
Record Player,4,32,Amber,Common,Item,Lilo and Stitch
Mystical Rose,4,64,Amethyst,Rare,Item,Beauty and the Beast
Rose Lantern,4,65,Amethyst,Common,Item,Beauty and the Beast
Triton's Trident,4,66,Amethyst,Uncommon,Item,Little Mermaid
Hidden Inkcaster,4,98,Emerald,Common,Item,Lorcana
Signed Contract,4,99,Emerald,Uncommon,Item,Little Mermaid
Vision Slab,4,100,Emerald,Uncommon,Item,Encanto
Imperial Proclamation,4,131,Ruby,Rare,Item,Mulan
Medallion Weights,4,132,Ruby,Uncommon,Item,Mulan
The Plank,4,133,Ruby,Common,Item,Peter Pan
Vitalisphere,4,134,Ruby,Common,Item,Lorcana
Field Of Ice,4,166,Sapphire,Rare,Item,Frozen
Great Stone Dragon,4,167,Sapphire,Uncommon,Item,Mulan
Ice Block,4,168,Sapphire,Common,Item,Frozen
Fortisphere,4,200,Steel,Common,Item,Lorcana
Imperial Bow,4,201,Steel,Uncommon,Item,Mulan
RLS Legacy's Cannon,4,202,Steel,Rare,Item,Treasure Planet
Healing Decanter,5,30,Amber,Common,Item,Lorcana
Queen's Sensor Core,5,31,Amber,Rare,Item,Lorcana
Amber Chromicon,5,32,Amber,Uncommon,Item,Lorcana
Retrosphere,5,64,Amethyst,Common,Item,Lorcana
Half Hexwell Crown,5,65,Amethyst,Rare,Item,Lorcana
Amethyst Chromicon,5,66,Amethyst,Uncommon,Item,Lorcana
Prince John's Mirror,5,98,Emerald,Rare,Item,Robin Hood
Obscurosphere,5,99,Emerald,Common,Item,Lorcana
Emerald Chromicon,5,100,Emerald,Uncommon,Item,Lorcana
Potion of Might,5,132,Ruby,Common,Item,Snow White
The Sword Released,5,133,Ruby,Rare,Item,Sword in the Stone
Ruby Chromicon,5,134,Ruby,Uncommon,Item,Lorcana
Medal of Heroes,5,165,Sapphire,Common,Item,Wreck it Ralph
Basil's Magnifying Glass,5,166,Sapphire,Rare,Item,Great Mouse Detective
Merlin's Carpetbag,5,167,Sapphire,Uncommon,Item,Sword in the Stone
Sapphire Chromicon,5,168,Sapphire,Uncommon,Item,Lorcana
Shield of Arendelle,5,200,Steel,Common,Item,Frozen
Plate Armor,5,201,Steel,Rare,Item,Sword in the Stone
Steel Chromicon,5,202,Steel,Uncommon,Item,Lorcana
Hades - King of Olympus,1,205,Amber,Enchanted,Character,Hercules
Stitch - Carefree Surfer,1,206,Amber,Enchanted,Character,Lilo and Stitch
Elsa - Spirit of Winter,1,207,Amethyst,Enchanted,Character,Frozen
Mickey Mouse - Wayward Sorcerer,1,208,Amethyst,Enchanted,Character,Fantasia
Genie - On the Job,1,209,Emerald,Enchanted,Character,Aladdin
Mickey Mouse - Artful Rogue,1,210,Emerald,Enchanted,Character,Classic Disney
Aladdin - Heroic Outlaw,1,211,Ruby,Enchanted,Character,Aladdin
Maui - Hero to All,1,212,Ruby,Enchanted,Character,Moana
Aurora - Dreaming Guardian,1,213,Sapphire,Enchanted,Character,Sleeping Beauty
Belle - Strange but Special,1,214,Sapphire,Enchanted,Character,Beauty and the Beast
Simba - Returned King,1,215,Steel,Enchanted,Character,Lion King
Tinker Bell - Giant Fairy,1,216,Steel,Enchanted,Character,Peter Pan
Cinderella - Ballroom Sensation,2,205,Amber,Enchanted,Character,Cinderella
Snow White - Well Wisher,2,206,Amber,Enchanted,Character,Snow White
Arthur - Wizard's Apprentice,2,207,Amethyst,Enchanted,Character,Sword in the Stone
Madam Mim - Purple Dragon,2,208,Amethyst,Enchanted,Character,Sword in the Stone
Pete - Bad Guy,2,209,Emerald,Enchanted,Character,Classic Disney
Beast - Relentless,2,210,Emerald,Enchanted,Character,Beauty and the Beast
Lady Tremaine - Imperious Queen,2,211,Ruby,Enchanted,Character,Cinderella
Shere Khan - Menacing Predator,2,212,Ruby,Enchanted,Character,Jungle Book
Alice - Growing Girl,2,213,Sapphire,Enchanted,Character,Alice in Wonderland
Sisu - Divine Water Dragon,2,214,Sapphire,Enchanted,Character,Raya and the Last Dragon
Hercules - Divine Hero,2,215,Steel,Enchanted,Character,Hercules
Namaari - Morning Mist,2,216,Steel,Enchanted,Character,Raya and the Last Dragon
Chernabog - Evildoer,3,205,Amber,Enchanted,Character,Fantasia
Kida - Protector of Atlantis,3,206,Amber,Enchanted,Character,Atlantis
Pride Lands - Pride Rock,3,207,Amber,Enchanted,Location,Lion King
Jafar - Striking Illusionist,3,208,Amethyst,Enchanted,Character,Aladdin
Maleficent - Mistress of All Evil,3,209,Amethyst,Enchanted,Character,Sleeping Beauty
The Sorcerer's Hat,3,210,Amethyst,Enchanted,Item,Fantasia
Morph - Space Goo,3,211,Emerald,Enchanted,Character,Treasure Planet
Ursula - Deceiver of All,3,212,Emerald,Enchanted,Character,Little Mermaid
Kuzco's Palace - Home of the Emperor,3,213,Emerald,Enchanted,Location,Emperor's New Groove
Captain Hook - Master Swordsman,3,214,Ruby,Enchanted,Character,Peter Pan
Peter Pan - Pirate's Bane,3,215,Ruby,Enchanted,Character,Peter Pan
RLS Legacy - Solar Galleon,3,216,Ruby,Enchanted,Location,Treasure Planet
Gramma Tala - Spirit of the Ocean,3,217,Sapphire,Enchanted,Character,Moana
Scrooge McDuck - Richest Duck in the World,3,218,Sapphire,Enchanted,Character,DuckTales
Belle's House - Maurice's Workshop,3,219,Sapphire,Enchanted,Location,Beauty and the Beast
Mickey Mouse - Trumpeter,3,220,Steel,Enchanted,Character,Classic Disney
Robin Hood - Champion of Sherwood,3,221,Steel,Enchanted,Character,Robin Hood
And Then Along Came Zeus,3,222,Steel,Enchanted,Song,Hercules
Cinderella - Melody Weaver,4,205,Amber,Enchanted,Character,Cinderella
Minnie Mouse - Musketeer Champion,4,206,Amber,Enchanted,Character,Classic Disney
Look At This Family,4,207,Amber,Enchanted,Song,Encanto
Ursula - Sea Witch Queen,4,208,Amethyst,Enchanted,Character,Little Mermaid
Yen Sid - Powerful Sorcerer,4,209,Amethyst,Enchanted,Character,Fantasia
Second Star To The Right,4,210,Amethyst,Enchanted,Song,Peter Pan
Diablo - Devoted Herald,4,211,Emerald,Enchanted,Character,Sleeping Beauty
Jasmine - Desert Warrior,4,212,Emerald,Enchanted,Character,Aladdin
We Don't Talk About Bruno,4,213,Emerald,Enchanted,Song,Encanto
Goofy - Super Goof,4,214,Ruby,Enchanted,Character,Classic Disney
Sisu - Empowered Sibling,4,215,Ruby,Enchanted,Character,Raya and the Last Dragon
Snuggly Duckling - Disreputable Pub,4,216,Ruby,Enchanted,Location,Tangled
Anna - True-Hearted,4,217,Sapphire,Enchanted,Character,Frozen
The Queen - Diviner,4,218,Sapphire,Enchanted,Character,Snow White
Ariel's Grotto - A Secret Place,4,219,Sapphire,Enchanted,Location,Little Mermaid
Ariel - Sonic Warrior,4,220,Steel,Enchanted,Character,Little Mermaid
Piglet - Sturdy Swordsman,4,221,Steel,Enchanted,Character,Winnie the Pooh
The Wall - Border Fortress,4,222,Steel,Enchanted,Location,Mulan
Prince Naveen - Ukulele Player,5,205,Amber,Enchanted,Character,Princess and the Frog
Vanellope Von Schweetz - Sugar Rush Princess,5,206,Amber,Enchanted,Character,Wreck it Ralph
Revive,5,207,Amber,Enchanted,Action,Tangled
Archimedes - Electrified Owl,5,208,Amethyst,Enchanted,Character,Sword in the Stone
Olaf - Happy Passenger,5,209,Amethyst,Enchanted,Character,Frozen
Finders Keepers,5,210,Amethyst,Enchanted,Action,Aladdin
Clarabelle - Light on Her Hooves,5,211,Emerald,Enchanted,Character,Classic Disney
Scar - Vengeful Lion,5,212,Emerald,Enchanted,Character,Lion King
You're Welcome,5,213,Emerald,Enchanted,Song,Moana
Donald Duck - Pie Slinger,5,214,Ruby,Enchanted,Character,Classic Disney
Robin Hood - Sharpshooter,5,215,Ruby,Enchanted,Character,Robin Hood
King Candy - Sweet Abomination,5,218,Sapphire,Enchanted,Character,Wreck it Ralph
Royal Tantrum,5,219,Sapphire,Enchanted,Action,Robin Hood
Arthur - King Victorious,5,221,Steel,Enchanted,Character,Sword in the Stone
Bad-Anon - Villain Support Center,5,222,Steel,Enchanted,Location,Wreck it Ralph
